-4 0 1.94537e-264 0 0 0 0 0 1.94537e-264 0 1.99329e-264 
-3.91919 0 2.41827e-229 0 0 0 0 0 2.41827e-229 0 2.47785e-229 
-3.83838 0 3.00614e-194 0 0 0 0 0 3.00614e-194 0 3.08019e-194 
-3.75758 0 3.73691e-159 0 0 0 0 0 3.73691e-159 0 3.82897e-159 
-3.67677 0 4.64532e-124 0 0 0 0 0 4.64532e-124 0 4.75976e-124 
-3.59596 0 5.77457e-89 0 0 0 0 0 5.77457e-89 0 5.91683e-89 
-3.51515 0 7.17833e-54 0 0 0 0 0 7.17833e-54 0 7.35517e-54 
-3.43434 0 8.92333e-19 0 0 0 0 0 8.92333e-19 0 9.14315e-19 
-3.35354 0 0.0328773 0 0 0 0 0 0.0328773 0 0.032899 
-3.27273 0 0.0846319 0 0 0 0 0 0.0846319 0 0.0846645 
-3.19192 0 0.130678 0 0 0 0 0 0.130678 0 0.130689 
-3.11111 0 0.172046 0 0 0 0 0 0.172046 0 0.172051 
-3.0303 0 0.209543 0 0 0 0 0 0.209543 0 0.209591 
-2.94949 0 0.243733 0 0 0 0 0 0.243733 0 0.243733 
-2.86869 0 0.275096 0 0 0 0 0 0.275096 0 0.275107 
-2.78788 0 0.303996 0 0 0 0 0 0.303996 0 0.30401 
-2.70707 0 0.330712 0 0 0 0 0 0.330712 0 0.330744 
-2.62626 0 0.355472 0 0 0 0 0 0.355472 0 0.355501 
-2.54545 0 0.349597 0 0 0 0 0 0.349597 0 0.34959 
-2.46465 0 0.3309 0 0 0 0 0 0.3309 0 0.330957 
-2.38384 0 0.31351 0 0 0 0 0 0.31351 0 0.313534 
-2.30303 0 0.29712 0 0 0 0 0 0.29712 0 0.297156 
-2.22222 0 0.281433 0 0 0 0 0 0.281433 0 0.281421 
-2.14141 0 0.266193 0 0 0 0 0 0.266193 0 0.266261 
-2.06061 0 0.251053 0 -2.94593e-307 0 -2.94595e-307 0 0.251053 0 0.251077 
-1.9798 0 0.235626 0 -3.66206e-272 0 -3.66209e-272 0 0.235626 0 0.235663 
-1.89899 0 0.219379 0 -4.55228e-237 0 -4.55232e-237 0 0.219379 0 0.21941 
-1.81818 0 0.20169 0 -5.65891e-202 0 -5.65896e-202 0 0.20169 0 0.201701 
-1.73737 0 0.181393 0 -7.03455e-167 0 -7.03462e-167 0 0.181393 0 0.181439 
-1.65657 0 0.156684 0 -8.7446e-132 0 -8.74468e-132 0 0.156684 0 0.156635 
-1.57576 0 0.123888 0 -1.08703e-96 0 -1.08705e-96 0 0.123888 0 0.123877 
-1.49495 0 0.0732656 0 -1.35129e-61 0 -1.3513e-61 0 0.0732656 0 0.0732513 
-1.41414 0 -0.0238308 0 -1.67977e-26 0 -1.67979e-26 0 -0.0238308 0 -0.0238042 
-1.33333 0 -0.0787233 0 -3.2676e-05 0 -3.26766e-05 0 -0.0786579 0 -0.0487559 
-1.25253 0 -0.127061 0 -0.000618407 0 -0.000618413 0 -0.125824 0 -0.0971187 
-1.17172 0 -0.166254 0 -0.00301351 0 -0.00301355 0 -0.160227 0 -0.136375 
-1.09091 0 -0.197351 0 -0.0103268 0 -0.0103281 0 -0.176696 0 -0.167452 
-1.0101 0 -0.219267 0 -0.0149076 0 -0.0149101 0 -0.18945 0 -0.189347 
-0.929293 0 -0.22866 0 -0.0142639 0 -0.0142673 0 -0.200129 0 -0.198727 
-0.848485 0 -0.217119 0 -0.00495399 0 -0.00495835 0 -0.207206 0 -0.187241 
-0.767677 0 -0.160908 0 0.0220672 0 0.0220616 0 -0.205037 0 -0.130982 
-0.686869 0 -0.0199023 0 0.0553869 0 0.0554425 0 -0.130732 0 0.00985576 
-0.606061 0 0.0309894 0 0.0553869 0 0.0554425 0 -0.07984 0 0.0607498 
-0.525253 0 0.0664095 0 0.0553869 0 0.0554425 0 -0.0444199 0 0.096169 
